Mod:Item:MetaData, Localized Name
ae2fc:wireless_ultra_terminal, Universal Wireless Terminal
ae2fc:wireless_interface_terminal, 无线接口终端
ae2fc:part_fluid_formation_plane, Fluid Formation Plane
ae2fc:part_fluid_annihilation_plane, Fluid Annihilation Plane
ae2fc:fluid_packet, 流体封包
ae2fc:fluid_storage1, %s1k%s-ME流体存储元件
ae2fc:fluid_storage4, %s4k%s-ME流体存储元件
ae2fc:fluid_storage16, %s16k%s-ME流体存储元件
ae2fc:fluid_storage64, %s64k%s-ME流体存储元件
ae2fc:fluid_storage256, %s256k%s-ME流体存储元件
ae2fc:fluid_storage1024, %s1024k%s-ME流体存储元件
ae2fc:fluid_storage4096, %s4096k%s-ME流体存储元件
ae2fc:fluid_storage16384, %s16384k%s-ME流体存储元件
ae2fc:multi_fluid_storage1, %s1k%s-ME多重流体存储元件
ae2fc:multi_fluid_storage4, %s4k%s-ME多重流体存储元件
ae2fc:multi_fluid_storage16, %s16k%s-ME多重流体存储元件
ae2fc:multi_fluid_storage64, %s64k%s-ME多重流体存储元件
ae2fc:multi_fluid_storage256, %s256k%s-ME多重流体存储元件
ae2fc:multi_fluid_storage1024, %s1024k%s-ME多重流体存储元件
ae2fc:multi_fluid_storage4096, %s4096k%s-ME多重流体存储元件
ae2fc:multi_fluid_storage16384, %s16384k%s-ME多重流体存储元件
ae2fc:fluid_storage.quantum, ME流体量子存储元件
ae2fc:fluid_storage.singularity, ME流体数字奇点元件
ae2fc:fluid_storage.Universe, ME流体寰宇存储元件
ae2fc:fluid_storage.void, ME Fluid Void Cell
ae2fc:creative_fluid_storage, 创造ME流体存储元件
ae2fc:fluid_storage.infinity.water, ME Fluid Infinity Water Storage Cell
ae2fc:fluid_part:0, §61k§r-ME流体存储组件
ae2fc:fluid_part:1, §e4k§r-ME流体存储组件
ae2fc:fluid_part:2, §a16k§r-ME流体存储组件
ae2fc:fluid_part:3, §b64k§r-ME流体存储组件
ae2fc:fluid_part:4, §9256k§r-ME流体存储组件
ae2fc:fluid_part:5, §d1024k§r-ME流体存储组件
ae2fc:fluid_part:6, §c4096k§r-ME流体存储组件
ae2fc:fluid_part:7, §516384k§r-ME流体存储组件
ae2fc:fluid_storage_housing:0, ME流体存储外壳
ae2fc:fluid_storage_housing:1, ME流体高级存储外壳
ae2fc:fluid_storage_housing:2, ME多重流体存储外壳
ae2fc:fluid_storage_housing:3, ME多重流体高级存储外壳
ae2fc:energy_card, Energy Card
ae2fc:quantum_bridge_card, Quantum Bridge Card
ae2stuff:WirelessKit, 无线设置工具
ae2stuff:AdvWirelessKit, Advanced Wireless Setup Kit
ae2stuff:Visualiser, 网络可视化工具
AFSU:ALC, AFB
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
battlegear2:waraxe.wood, 木战斧
battlegear2:dagger.wood, 木匕首
battlegear2:mace.wood, 木槌
battlegear2:spear.wood, 木标枪
battlegear2:shield.wood, 木盾
battlegear2:knights_armour.helmet, 骑士头盔
battlegear2:waraxe.stone, 石头战斧
battlegear2:dagger.stone, 石头匕首
battlegear2:mace.stone, 石头槌
battlegear2:spear.stone, 石头标枪
battlegear2:shield.hide, 皮盾
battlegear2:knights_armour.plate, 骑士胸甲
battlegear2:waraxe.iron, 铁战斧
battlegear2:dagger.iron, 铁匕首
battlegear2:mace.iron, 铁槌
battlegear2:spear.iron, 铁标枪
battlegear2:shield.iron, 铁盾
battlegear2:knights_armour.legs, 骑士护腿
battlegear2:waraxe.diamond, 钻石战斧
battlegear2:dagger.diamond, 钻石匕首
battlegear2:mace.diamond, 钻石槌
battlegear2:spear.diamond, 钻石标枪
battlegear2:shield.diamond, 钻石盾
battlegear2:knights_armour.boots, 骑士靴子
battlegear2:waraxe.gold, 金战斧
battlegear2:dagger.gold, 金匕首
battlegear2:mace.gold, 金槌
battlegear2:spear.gold, 金标枪
battlegear2:shield.gold, 金盾
battlegear2:chain, 铁链
battlegear2:quiver, 箭袋
battlegear2:heraldric:0, 纹章图标
battlegear2:mb.arrow:0, 圣火箭
battlegear2:mb.arrow:1, 寒冰箭
battlegear2:mb.arrow:2, 爆裂箭
battlegear2:mb.arrow:3, 末影箭
battlegear2:mb.arrow:4, 烈焰箭
battlegear2:mb.arrow:5, 穿刺箭
battlegear2:mb.arrow:6, 剧毒箭
battlegear2:mb.arrow:7, 奥秘箭
battlegear2:mb.arrow:8, 水蛭箭
battlegear2:bow.iron, 铁弓
battlegear2:bow.diamond, 钻石弓
ThermalFoundation:lexicon, item.thermalfoundation.tome.name
ThermalFoundation:bucket:0, 不稳定熔融红石桶
ThermalFoundation:bucket:1, 充能熔融荧石桶
ThermalFoundation:bucket:2, 谐振熔融末影珍珠桶
ThermalFoundation:bucket:3, 烈焰之炽焱桶
ThermalFoundation:bucket:4, 极寒之凛冰桶
ThermalFoundation:bucket:7, 和谐之空气桶
ThermalFoundation:bucket:8, 构造之地岩桶
ThermalFoundation:bucket:5, 元始魔力桶
ThermalFoundation:bucket:6, 液态煤炭桶
ThermalFoundation:material:2, 煤粉
ThermalFoundation:material:3, 炭粉
ThermalFoundation:material:4, 黑曜石粉
ThermalFoundation:material:16, 硫磺
ThermalFoundation:material:17, 硝石
ThermalFoundation:material:20, 朱砂
ThermalFoundation:material:0, 铁粉
ThermalFoundation:material:1, 金粉
ThermalFoundation:material:32, 铜粉
ThermalFoundation:material:33, 锡粉
ThermalFoundation:material:34, 银粉
ThermalFoundation:material:35, 铅粉
ThermalFoundation:material:36, 镍粉
ThermalFoundation:material:37, 铂粉
ThermalFoundation:material:38, 蕴魔秘银粉
ThermalFoundation:material:39, 琥珀金粉
ThermalFoundation:material:40, 因瓦合金粉
ThermalFoundation:material:41, 青铜粉
ThermalFoundation:material:42, 信素粉
ThermalFoundation:material:43, 流明粉
ThermalFoundation:material:44, 末影粉
ThermalFoundation:material:64, 铜锭
ThermalFoundation:material:65, 锡锭
ThermalFoundation:material:66, 银锭
ThermalFoundation:material:67, 铅锭
ThermalFoundation:material:68, 镍锭
ThermalFoundation:material:69, 铂锭
ThermalFoundation:material:70, 蕴魔秘银锭
ThermalFoundation:material:71, 琥珀金锭
ThermalFoundation:material:72, 因瓦合金锭
ThermalFoundation:material:73, 青铜锭
ThermalFoundation:material:74, 信素锭
ThermalFoundation:material:75, 流明锭
ThermalFoundation:material:76, 末影锭
ThermalFoundation:material:8, 铁粒
ThermalFoundation:material:96, 铜粒
ThermalFoundation:material:97, 锡粒
ThermalFoundation:material:98, 银粒
ThermalFoundation:material:99, 铅粒
ThermalFoundation:material:100, 镍粒
ThermalFoundation:material:101, 铂粒
ThermalFoundation:material:102, 蕴魔秘银粒
ThermalFoundation:material:103, 琥珀金粒
ThermalFoundation:material:104, 因瓦合金粒
ThermalFoundation:material:105, 青铜粒
ThermalFoundation:material:106, 信素粒
ThermalFoundation:material:107, 流明粒
ThermalFoundation:material:108, 末影粒
ThermalFoundation:material:12, 铁齿轮
ThermalFoundation:material:13, 金齿轮
ThermalFoundation:material:128, 铜齿轮
ThermalFoundation:material:129, 锡齿轮
ThermalFoundation:material:130, 银齿轮
ThermalFoundation:material:131, 铅齿轮
ThermalFoundation:material:132, 镍齿轮
ThermalFoundation:material:133, 铂齿轮
ThermalFoundation:material:134, 蕴魔秘银齿轮
ThermalFoundation:material:135, 琥珀金齿轮
ThermalFoundation:material:136, 因瓦合金齿轮
ThermalFoundation:material:137, 青铜齿轮
ThermalFoundation:material:138, 信素齿轮
ThermalFoundation:material:139, 流明齿轮
ThermalFoundation:material:140, 末影齿轮
ThermalFoundation:material:512, 炽焱之尘
ThermalFoundation:material:513, 凛冰之尘
ThermalFoundation:material:514, 空气之尘
ThermalFoundation:material:515, 地岩之尘
ThermalFoundation:material:516, 魔力粉
ThermalFoundation:material:1024, 暴雪棒
ThermalFoundation:material:1025, 暴雪粉
ThermalFoundation:material:1026, 狂风棒
ThermalFoundation:material:1027, 狂风粉
ThermalFoundation:material:1028, 岩石棒
ThermalFoundation:material:1029, 岩石粉
ThermalFoundation:tool.shearsWood, 木剪刀
ThermalFoundation:tool.sickleWood, 木镰刀
ThermalFoundation:tool.shearsStone, 石剪刀
ThermalFoundation:tool.fishingRodStone, 石钓鱼竿
ThermalFoundation:tool.sickleStone, 石镰刀
ThermalFoundation:tool.bowStone, 石复合弓
ThermalFoundation:tool.fishingRodIron, 铁钓鱼竿
ThermalFoundation:tool.sickleIron, 铁镰刀
ThermalFoundation:tool.bowIron, 铁复合弓
ThermalFoundation:tool.shearsDiamond, 钻石剪刀
ThermalFoundation:tool.fishingRodDiamond, 钻石钓鱼竿
ThermalFoundation:tool.sickleDiamond, 钻石镰刀
ThermalFoundation:tool.bowDiamond, 钻石复合弓
ThermalFoundation:tool.shearsGold, 金剪刀
ThermalFoundation:tool.fishingRodGold, 金钓鱼竿
ThermalFoundation:tool.sickleGold, 金镰刀
ThermalFoundation:tool.bowGold, 金复合弓
ThermalFoundation:armor.helmetCopper, 铜头盔
ThermalFoundation:armor.plateCopper, 铜胸甲
ThermalFoundation:armor.legsCopper, 铜护腿
ThermalFoundation:armor.bootsCopper, 铜靴子
ThermalFoundation:tool.swordCopper, 铜剑
ThermalFoundation:tool.shovelCopper, 铜锹
ThermalFoundation:tool.pickaxeCopper, 铜镐
ThermalFoundation:tool.axeCopper, 铜斧
ThermalFoundation:tool.hoeCopper, 铜锄
ThermalFoundation:tool.shearsCopper, 铜剪刀
ThermalFoundation:tool.fishingRodCopper, 铜钓鱼竿
ThermalFoundation:tool.sickleCopper, 铜镰刀
ThermalFoundation:tool.bowCopper, 铜复合弓
ThermalFoundation:armor.helmetTin, 锡头盔
ThermalFoundation:armor.plateTin, 锡胸甲
ThermalFoundation:armor.legsTin, 锡护腿
ThermalFoundation:armor.bootsTin, 锡靴子
ThermalFoundation:tool.swordTin, 锡剑
ThermalFoundation:tool.shovelTin, 锡锹
ThermalFoundation:tool.pickaxeTin, 锡镐
ThermalFoundation:tool.axeTin, 锡斧
ThermalFoundation:tool.hoeTin, 锡锄
ThermalFoundation:tool.shearsTin, 锡剪刀
ThermalFoundation:tool.fishingRodTin, 锡钓鱼竿
ThermalFoundation:tool.sickleTin, 锡镰刀
ThermalFoundation:tool.bowTin, 锡复合弓
ThermalFoundation:armor.helmetSilver, 银头盔
ThermalFoundation:armor.plateSilver, 银胸甲
ThermalFoundation:armor.legsSilver, 银护腿
ThermalFoundation:armor.bootsSilver, 银靴子
ThermalFoundation:tool.swordSilver, 银剑
ThermalFoundation:tool.shovelSilver, 银锹
ThermalFoundation:tool.pickaxeSilver, 银镐
ThermalFoundation:tool.axeSilver, 银斧
ThermalFoundation:tool.hoeSilver, 银锄
ThermalFoundation:tool.shearsSilver, 银剪刀
ThermalFoundation:tool.fishingRodSilver, 银钓鱼竿
ThermalFoundation:tool.sickleSilver, 银镰刀
ThermalFoundation:tool.bowSilver, 银复合弓
ThermalFoundation:armor.helmetLead, 铅头盔
ThermalFoundation:armor.plateLead, 铅胸甲
ThermalFoundation:armor.legsLead, 铅护腿
ThermalFoundation:armor.bootsLead, 铅靴子
ThermalFoundation:tool.swordLead, 铅剑
ThermalFoundation:tool.shovelLead, 铅锹
ThermalFoundation:tool.pickaxeLead, 铅镐
ThermalFoundation:tool.axeLead, 铅斧
ThermalFoundation:tool.hoeLead, 铅锄
ThermalFoundation:tool.shearsLead, 铅剪刀
ThermalFoundation:tool.fishingRodLead, 铅钓鱼竿
ThermalFoundation:tool.sickleLead, 铅镰刀
ThermalFoundation:tool.bowLead, 铅复合弓
ThermalFoundation:armor.helmetNickel, 镍头盔
ThermalFoundation:armor.plateNickel, 镍胸甲
ThermalFoundation:armor.legsNickel, 镍护腿
ThermalFoundation:armor.bootsNickel, 镍靴子
ThermalFoundation:tool.swordNickel, 镍剑
ThermalFoundation:tool.shovelNickel, 镍锹
ThermalFoundation:tool.pickaxeNickel, 镍镐
ThermalFoundation:tool.axeNickel, 镍斧
ThermalFoundation:tool.hoeNickel, 镍锄
ThermalFoundation:tool.shearsNickel, 镍剪刀
ThermalFoundation:tool.fishingRodNickel, 镍钓鱼竿
ThermalFoundation:tool.sickleNickel, 镍镰刀
ThermalFoundation:tool.bowNickel, 镍复合弓
ThermalFoundation:armor.helmetElectrum, 琥珀金头盔
ThermalFoundation:armor.plateElectrum, 琥珀金胸甲
ThermalFoundation:armor.legsElectrum, 琥珀金护腿
ThermalFoundation:armor.bootsElectrum, 琥珀金靴子
ThermalFoundation:tool.swordElectrum, 琥珀金剑
ThermalFoundation:tool.shovelElectrum, 琥珀金锹
ThermalFoundation:tool.pickaxeElectrum, 琥珀金镐
ThermalFoundation:tool.axeElectrum, 琥珀金斧
ThermalFoundation:tool.hoeElectrum, 琥珀金锄
ThermalFoundation:tool.shearsElectrum, 琥珀金剪刀
ThermalFoundation:tool.fishingRodElectrum, 琥珀金钓鱼竿
ThermalFoundation:tool.sickleElectrum, 琥珀金镰刀
ThermalFoundation:tool.bowElectrum, 琥珀金复合弓
ThermalFoundation:armor.helmetInvar, 因瓦合金头盔
ThermalFoundation:armor.plateInvar, 因瓦合金胸甲
ThermalFoundation:armor.legsInvar, 因瓦合金护腿
ThermalFoundation:armor.bootsInvar, 因瓦合金靴子
ThermalFoundation:tool.swordInvar, 因瓦合金剑
ThermalFoundation:tool.shovelInvar, 因瓦合金锹
ThermalFoundation:tool.pickaxeInvar, 因瓦合金镐
ThermalFoundation:tool.axeInvar, 因瓦合金斧
ThermalFoundation:tool.hoeInvar, 因瓦合金锄
ThermalFoundation:tool.shearsInvar, 因瓦合金剪刀
ThermalFoundation:tool.fishingRodInvar, 因瓦合金钓鱼竿
ThermalFoundation:tool.sickleInvar, 因瓦合金镰刀
ThermalFoundation:tool.bowInvar, 因瓦合金复合弓
ThermalFoundation:armor.helmetBronze, 青铜头盔
ThermalFoundation:armor.plateBronze, 青铜胸甲
ThermalFoundation:armor.legsBronze, 青铜护腿
ThermalFoundation:armor.bootsBronze, 青铜靴子
ThermalFoundation:tool.swordBronze, 青铜剑
ThermalFoundation:tool.shovelBronze, 青铜锹
ThermalFoundation:tool.pickaxeBronze, 青铜镐
ThermalFoundation:tool.axeBronze, 青铜斧
ThermalFoundation:tool.hoeBronze, 青铜锄
ThermalFoundation:tool.shearsBronze, 青铜剪刀
ThermalFoundation:tool.fishingRodBronze, 青铜钓鱼竿
ThermalFoundation:tool.sickleBronze, 青铜镰刀
ThermalFoundation:tool.bowBronze, 青铜复合弓
ThermalFoundation:armor.helmetPlatinum, 铂头盔
ThermalFoundation:armor.platePlatinum, 铂胸甲
ThermalFoundation:armor.legsPlatinum, 铂护腿
ThermalFoundation:armor.bootsPlatinum, 铂靴子
ThermalFoundation:tool.swordPlatinum, 铂剑
ThermalFoundation:tool.shovelPlatinum, 铂锹
ThermalFoundation:tool.pickaxePlatinum, 铂镐
ThermalFoundation:tool.axePlatinum, 铂斧
ThermalFoundation:tool.hoePlatinum, 铂锄
ThermalFoundation:tool.shearsPlatinum, 铂剪刀
ThermalFoundation:tool.fishingRodPlatinum, 铂钓鱼竿
ThermalFoundation:tool.sicklePlatinum, 铂镰刀
ThermalFoundation:tool.bowPlatinum, 铂复合弓
ExtraUtilities:glove, 手套
ExtraUtilities:heatingElement, 加热线圈
ExtraUtilities:mini-soul:0, 灵魂碎片
ExtraUtilities:mini-soul:3, 灵魂碎片
ExtraUtilities:angelRing:0, 天使指环
ExtraUtilities:angelRing:1, 天使指环
ExtraUtilities:angelRing:2, 天使指环
ExtraUtilities:angelRing:3, 天使指环
ExtraUtilities:angelRing:4, 天使指环
ExtraUtilities:paintbrush:0, 画笔
ExtraUtilities:nodeUpgrade:0, 节点升级:速度提升
ExtraUtilities:nodeUpgrade:1, 节点升级:物品过滤
ExtraUtilities:nodeUpgrade:2, 节点升级:世界交互
ExtraUtilities:nodeUpgrade:3, 节点升级:堆叠提升
ExtraUtilities:nodeUpgrade:4, 节点升级:创世神权
ExtraUtilities:nodeUpgrade:5, 节点升级:末影发信
ExtraUtilities:nodeUpgrade:6, 节点升级:末影收信
ExtraUtilities:nodeUpgrade:7, 节点升级:深度优先搜索
ExtraUtilities:nodeUpgrade:8, 节点升级:宽度优先搜索
ExtraUtilities:nodeUpgrade:9, 节点升级:伪循环模式
ExtraUtilities:nodeUpgrade:10, 高级物品过滤器
ExtraUtilities:lawSword, 鬼哭
ExtraUtilities:golden_lasso:0, 黄金套索
ExtraUtilities:divisionSigil, 分割徽章
ExtraUtilities:unstableingot:0, 不稳定金属锭
ExtraUtilities:unstableingot:1, 不稳定金属粒
ExtraUtilities:unstableingot:2, 莫比乌斯"稳定/不稳定"锭
ExtraUtilities:builderswand, 建筑之杖
ExtraUtilities:shears, 精密剪刀
ExtraUtilities:creativebuilderswand, 创造模式建筑之杖
ExtraUtilities:ethericsword, 天域之剑
ExtraUtilities:erosionShovel, 侵蚀之铲
ExtraUtilities:destructionpickaxe, 毁灭之镐
ExtraUtilities:defoliageAxe, 治愈之斧
ExtraUtilities:temporalHoe, 回溯之锄
ExtraUtilities:sonar_goggles, 声呐护目镜
ExtraUtilities:watering_can, 洒水壶
ExtraUtilities:scanner, 便携扫描仪
ExtraUtilities:golden_bag, 镶金手提袋
ExtraUtilities:bedrockiumIngot, 基岩锭
AWWayofTime:weakBloodOrb, 虚弱气血宝珠
AWWayofTime:apprenticeBloodOrb, 学徒气血宝珠
AWWayofTime:magicianBloodOrb, 法师气血宝珠
AWWayofTime:masterBloodOrb, 导师气血宝珠
AWWayofTime:archmageBloodOrb, 贤者气血宝珠
AWWayofTime:transcendentBloodOrb, 卓越气血宝珠
AWWayofTime:creativeFiller, 测试宝珠
AWWayofTime:energySword, 约束之剑
AWWayofTime:boundPickaxe, 约束之镐
AWWayofTime:boundAxe, 约束之斧
AWWayofTime:boundShovel, 约束之锹
AWWayofTime:customTool, 法术权杖
AWWayofTime:energyBlaster, 能量爆破枪
AWWayofTime:energyBlasterSecondTier, 能量爆破枪 II
AWWayofTime:energyBlasterThirdTier, 能量爆破枪 III
AWWayofTime:energyBazooka, 能量火箭筒
AWWayofTime:energyBazookaSecondTier, 能量火箭筒 II
AWWayofTime:energyBazookaThirdTier, 能量火箭筒 III
AWWayofTime:itemBloodPack, 血液背包
AWWayofTime:boundHelmet, 约束头盔
AWWayofTime:boundPlate, 约束胸甲
AWWayofTime:boundLeggings, 约束护腿
AWWayofTime:boundBoots, 约束靴子
AWWayofTime:boundHelmetWater, 水`欧米伽头盔
AWWayofTime:boundPlateWater, 水`欧米伽胸甲
AWWayofTime:boundLeggingsWater, 水`欧米伽护腿
AWWayofTime:boundBootsWater, 水`欧米伽之靴
AWWayofTime:boundHelmetEarth, 土`欧米伽头盔
AWWayofTime:boundPlateEarth, 土`欧米伽胸甲
AWWayofTime:boundLeggingsEarth, 土`欧米伽护腿
AWWayofTime:boundBootsEarth, 土`欧米伽之靴
AWWayofTime:boundHelmetWind, 风`欧米伽头盔
AWWayofTime:boundPlateWind, 风`欧米伽胸甲
AWWayofTime:boundLeggingsWind, 风`欧米伽护腿
AWWayofTime:boundBootsWind, 风`欧米伽之靴
AWWayofTime:boundHelmetFire, 火`欧米伽头盔
AWWayofTime:boundPlateFire, 火`欧米伽胸甲
AWWayofTime:boundLeggingsFire, 火`欧米伽护腿
AWWayofTime:boundBootsFire, 火`欧米伽之靴
AWWayofTime:divinationSigil, 占卜印记
AWWayofTime:seerSigil, 见解印记
AWWayofTime:waterSigil, 水之印记
AWWayofTime:lavaSigil, 熔岩印记
AWWayofTime:airSigil, 空气印记
AWWayofTime:voidSigil, 虚空印记
AWWayofTime:growthSigil, 绿丛印记
AWWayofTime:sigilOfTheFastMiner, 速掘印记
AWWayofTime:sigilOfElementalAffinity, 元素印记
AWWayofTime:sigilOfTheBridge, 影桥印记
AWWayofTime:itemBloodLightSigil, 血光印记
AWWayofTime:sigilOfMagnetism, 磁引印记
AWWayofTime:sigilOfHolding, 集持印记
AWWayofTime:sigilOfWind, 旋风印记
AWWayofTime:sigilOfSupression, 抑液印记
AWWayofTime:sigilOfHaste, 急速印记
AWWayofTime:sigilOfEnderSeverance, 绝影印记
AWWayofTime:itemCompressionSigil, 压缩印记
AWWayofTime:itemHarvestSigil, 丰收印记
AWWayofTime:fluidSigil, 流体印记[未实装]
AWWayofTime:itemAssassinSigil, 刺客印记[未实装]
AWWayofTime:blankSlate, 空白的石板
AWWayofTime:reinforcedSlate, 加强的石板
AWWayofTime:imbuedSlate, 灌输石板
AWWayofTime:demonicSlate, 恶魔石板
AWWayofTime:bloodMagicBaseItems:0, 石英棍
AWWayofTime:bloodMagicBaseItems:1, 空白核心
AWWayofTime:bloodMagicBaseItems:2, 魔法线缆
AWWayofTime:bloodMagicBaseItems:3, 木支架
AWWayofTime:bloodMagicBaseItems:4, 石支架
AWWayofTime:bloodMagicBaseItems:5, 抛射核心
AWWayofTime:bloodMagicBaseItems:6, 自体核心
AWWayofTime:bloodMagicBaseItems:7, 格斗核心
AWWayofTime:bloodMagicBaseItems:8, 范式板
AWWayofTime:bloodMagicBaseItems:9, 法术线缆：输出
AWWayofTime:bloodMagicBaseItems:10, 火焰核心
AWWayofTime:bloodMagicBaseItems:11, 冰霜核心
AWWayofTime:bloodMagicBaseItems:12, 风暴核心
AWWayofTime:bloodMagicBaseItems:13, 尘土核心
AWWayofTime:bloodMagicBaseItems:14, 法术线缆：输入
AWWayofTime:bloodMagicBaseItems:15, [裂损]古碑文板
AWWayofTime:bloodMagicBaseItems:16, 古碑文板
AWWayofTime:bloodMagicBaseItems:17, [灌输]古碑文板
AWWayofTime:bloodMagicBaseItems:18, 未鉴核心
AWWayofTime:bloodMagicBaseItems:19, 攻势核心
AWWayofTime:bloodMagicBaseItems:20, 防守核心
AWWayofTime:bloodMagicBaseItems:21, 环境核心
AWWayofTime:bloodMagicBaseItems:22, 力量核心
AWWayofTime:bloodMagicBaseItems:23, 代价核心
AWWayofTime:bloodMagicBaseItems:24, 效能核心
AWWayofTime:bloodMagicBaseItems:25, 黑曜石支架
AWWayofTime:bloodMagicBaseItems:26, 工具核心
AWWayofTime:bloodMagicBaseItems:27, 悬幽石板
AWWayofTime:bloodMagicBaseItems:28, 生命碎片
AWWayofTime:bloodMagicBaseItems:29, 灵魂碎片
AWWayofTime:bloodMagicBaseItems:30, 灵魂文板
AWWayofTime:bloodMagicBaseItems:31, 生命支架
AWWayofTime:bloodMagicBaseItems:32, 末影碎片
AWWayofTime:weakBloodShard, 虚弱气血碎片
AWWayofTime:demonBloodShard, 恶魔气血碎片
AWWayofTime:bucketLife, 生命之桶
AWWayofTime:alchemyFlask, 药瓶
AWWayofTime:simpleCatalyst, 简单的催化剂
AWWayofTime:weakBindingAgent, [虚弱的]黏合剂
AWWayofTime:standardBindingAgent, [标准的]黏合剂
AWWayofTime:mundanePowerCatalyst, [平凡的]功率催化剂
AWWayofTime:averagePowerCatalyst, [普通的]功率催化剂
AWWayofTime:greaterPowerCatalyst, [更好的]功率催化剂
AWWayofTime:mundaneLengtheningCatalyst, [平凡的]延时催化剂
AWWayofTime:averageLengtheningCatalyst, [普通的]延时催化剂
AWWayofTime:greaterLengtheningCatalyst, [更好的]延时催化剂
AWWayofTime:weakFillingAgent, [虚弱的]填充剂
AWWayofTime:standardFillingAgent, [标准的]填充剂
AWWayofTime:enhancedFillingAgent, [加强的]填充剂
AWWayofTime:itemAttunedCrystal:0, 炼金通递杖
AWWayofTime:itemTankSegmenter:0, 炼金分配杖
AWWayofTime:itemDestinationClearer, 炼金清通器
AWWayofTime:incendium, 火焰粉末
AWWayofTime:magicales, 魔法粉末
AWWayofTime:sanctus, 神圣粉末
AWWayofTime:aether, 以太元素
AWWayofTime:crepitous, 爆破粉末
AWWayofTime:crystallos, 冰晶粉末
AWWayofTime:terrae, 泥土粉末
AWWayofTime:aquasalus, 液之粉末
AWWayofTime:tennebrae, 暗黑粉末
AWWayofTime:bloodMagicBaseAlchemyItems:0, 攻势粉末
AWWayofTime:bloodMagicBaseAlchemyItems:1, 防守粉末
AWWayofTime:bloodMagicBaseAlchemyItems:2, 环境粉末
AWWayofTime:bloodMagicBaseAlchemyItems:3, [加强]催化剂
AWWayofTime:bloodMagicBaseAlchemyItems:4, [浓缩]催化剂
AWWayofTime:bloodMagicBaseAlchemyItems:5, 断裂的骨头
AWWayofTime:bloodMagicBaseAlchemyItems:6, 力量粉末
AWWayofTime:bloodMagicBaseAlchemyItems:7, 代价粉末
AWWayofTime:bloodMagicBaseAlchemyItems:8, 效能粉末
AWWayofTime:bloodMagicIncenseItem:0, 木灰粉末
AWWayofTime:bloodMagicIncenseItem:1, 玫香粉末
AWWayofTime:bloodMagicIncenseItem:2, 晶香粉末
AWWayofTime:bloodMagicIncenseItem:3, 翠香粉末
AWWayofTime:bloodMagicIncenseItem:4, 紫香粉末
AWWayofTime:itemCombinationalCatalyst, 组合催化剂
AWWayofTime:sacrificialKnife, 牺牲匕首
AWWayofTime:daggerOfSacrifice, 献祭刀
AWWayofTime:creativeDagger, [创造模式]牺牲匕首
AWWayofTime:lavaCrystal, 熔岩晶体
AWWayofTime:itemKeyOfDiablo:0, 约束钥匙
AWWayofTime:itemKeyOfDiablo:0, 约束钥匙
AWWayofTime:armourInhibitor, 装甲抑制器
AWWayofTime:telepositionFocus, 传送方位核心
AWWayofTime:enhancedTelepositionFocus, [加强]传送方位核心
AWWayofTime:reinforcedTelepositionFocus, [强化]传送方位核心
AWWayofTime:demonicTelepositionFocus, [恶魔]传送方位核心
AWWayofTime:inputRoutingFocus, 输入路由核心
AWWayofTime:outputRoutingFocus, 输出路由核心
AWWayofTime:blankSpell, 未绑定的水晶
AWWayofTime:itemComplexSpellCrystal, 复杂的法术水晶
AWWayofTime:demonPlacer:0, 恶魔水晶
AWWayofTime:waterScribeTool, 元素铭文：水
AWWayofTime:fireScribeTool, 元素铭文：火
AWWayofTime:earthScribeTool, 元素铭文：地
AWWayofTime:airScribeTool, 元素铭文：风
AWWayofTime:duskScribeTool, 元素铭文： 幽暗
AWWayofTime:dawnScribeTool, 元素铭文：破晓
AWWayofTime:itemRitualDiviner:0, 仪式推测杖
AWWayofTime:itemRitualDiviner:1, 仪式推测杖
AWWayofTime:itemRitualDiviner:2, 仪式推测杖
AWWayofTime:ritualDismantler, 仪式拆解杖
AWWayofTime:activationCrystal:0, [虚弱]激活水晶
AWWayofTime:activationCrystal:1, [觉醒]激活水晶
AWWayofTime:activationCrystal:2, [创造模式]激活水晶
Botania:lexicon, Lexica Botania
Botania:petal:0, 白色神秘花瓣
Botania:petal:1, 橙色神秘花瓣
Botania:petal:2, 品红色神秘花瓣
Botania:petal:3, 淡蓝色神秘花瓣
Botania:petal:4, 黄色神秘花瓣
Botania:petal:5, 黄绿色神秘花瓣
Botania:petal:6, 粉色神秘花瓣
Botania:petal:7, 灰色神秘花瓣
Botania:petal:8, 淡灰色神秘花瓣
Botania:petal:9, 青色神秘花瓣
Botania:petal:10, 紫色神秘花瓣
Botania:petal:11, 蓝色神秘花瓣
Botania:petal:12, 棕色神秘花瓣
Botania:petal:13, 绿色神秘花瓣
Botania:petal:14, 红色神秘花瓣
Botania:petal:15, 黑色神秘花瓣
Botania:dye:0, 白色花粉
Botania:dye:1, 橙色花粉
Botania:dye:2, 品红色花粉
Botania:dye:3, 淡蓝色花粉
Botania:dye:4, 黄色花粉
Botania:dye:5, 黄绿色花粉
Botania:dye:6, 粉色花粉
Botania:dye:7, 灰色花粉
Botania:dye:8, 淡灰色花粉
Botania:dye:9, 青色花粉
